question_1,question_2,cosine_similarity
ジェット乾燥とは何ですか？,毛布は洗えますか？,0.589542277666426
ドアが開かないのですが,最大容量は？,0.589369374092092
コースが表示されないのですが,おすすめの洗剤・柔軟剤はありますか？,0.5893268691535181
ドアが開かないのですが,お急ぎコースはありますか？,0.5893027085417781
ナノイーXとは何ですか？,外出先から洗濯を開始できますか？,0.5888812168129038
自動投入機能の使い方を教えて？,2度洗いは出来ますか？,0.5886257718421539
羽毛布団は洗えますか？,ドラムが動きません,0.5885850317833348
乾燥だけで使用出来ますか？,「水が出ない」エラーが出ます,0.5885772172271806
洗濯時間は何分ですか？,最大容量は？,0.5884992614067804
洗濯をスタートする方法を教えて？,ジェット乾燥とは何ですか？,0.5880520896852175
ドアが開かないのですが,予約機能の使い方をおしえて？,0.5879986787291639
チャイルドロックの設定をしたい,毛布は洗えますか？,0.5878385236978341
2度洗いは出来ますか？,羽毛布団は洗えますか？,0.5877584388078245
毛布は洗えますか？,ドラムが動きません,0.587745501523901
コースが表示されないのですが,設定の初期化はできますか？,0.5874458286070331
手動で個別に設定する事は可能ですか？,「排水できない」エラーが出ます,0.5873703755262654
一時停止中にドアは開きますか？,ドアが完全に閉まりません,0.5872838373777559
ジェット乾燥とは何ですか？,羽毛布団は洗えますか？,0.5871291528497242
毛布は洗えますか？,洗濯物に白い粉が残っています。　どうしたらよいですか？,0.5870408307330791
洗剤の種類によって設定は変わりますか？,水漏れしています。どうしたらよいですか？,0.58671382970399
おすすめのコースを教えて？,一時停止中にドアは開きますか？,0.586645702697105
乾燥だけで使用出来ますか？,ドアが完全に閉まりません,0.5853788717853965
ドアが完全に閉まりません,おすすめの洗剤・柔軟剤はありますか？,0.5851131837121308
ナノイーXとは何ですか？,最大容量は？,0.5846397289569172
ナノイーXとは何ですか？,お急ぎコースはありますか？,0.5845894000427456
運転終了時にアラームを鳴らさないようにできますか？,毛布は洗えますか？,0.5843707397082526
靴は洗えますか？,洗濯時間は何分ですか？,0.5841450240437054
ドラムが動きません,設定の初期化はできますか？,0.5840662415487157
洗濯だけする方法を教えて？,洗濯物に白い粉が残っています。　どうしたらよいですか？,0.5836432478535019
手動で個別に設定する事は可能ですか？,本体がぐらつきます。どうしたら良いですか？,0.5835916884594687
自動投入機能の使い方を教えて？,ドアが開かないのですが,0.5835542098564508
ジェット乾燥とは何ですか？,コースが表示されないのですが,0.583531553043017
自動投入機能の使い方を教えて？,おしゃれ着コースはありますか？,0.5833971394958362
外出先から洗濯を開始できますか？,「排水できない」エラーが出ます,0.583151435297274
ドアが開かないのですが,洗濯物が絡まります。どうしたらよいですか？,0.5826738416658921
2度洗いは出来ますか？,ジェット乾燥とは何ですか？,0.5816934378948474
洗濯ネットは必要ですか？,おしゃれ着コースはありますか？,0.5816571734179498
乾燥だけで使用出来ますか？,洗濯物に白い粉が残っています。　どうしたらよいですか？,0.5816321015425026
羽毛布団は洗えますか？,おすすめの洗剤・柔軟剤はありますか？,0.5816318265909493
すすぎの設定を変更することは可能ですか？,ドアが開かないのですが,0.5814669509131373
お急ぎコースはありますか？,設定の初期化はできますか？,0.5814650261138556
ナノイーXとは何ですか？,「洗い」だけ行いたいのですが,0.5813754876570019
外出先から洗濯を開始できますか？,洗濯物に白い粉が残っています。　どうしたらよいですか？,0.5813703002200403
おしゃれ着コースはありますか？,本体がぐらつきます。どうしたら良いですか？,0.5803529054008297
チャイルドロックの設定をしたい,設定の初期化はできますか？,0.5803000455829401
洗剤を手動で投入できますか？,おしゃれ着コースはありますか？,0.5802107098001381
洗濯だけする方法を教えて？,「洗い」だけ行いたいのですが,0.5795350452552115
洗剤の種類によって設定は変わりますか？,本体がぐらつきます。どうしたら良いですか？,0.5793792730071324
ドアが開かないのですが,おしゃれ着コースはありますか？,0.5789835660036423
ドアが開かないのですが,毛布は洗えますか？,0.5785914945695667
ふんわりキープとは何ですか？,おすすめの洗剤・柔軟剤はありますか？,0.5785766684049728
お急ぎコースはありますか？,ドラムが動きません,0.5785415251252788
本体が熱くなります,おすすめの洗剤・柔軟剤はありますか？,0.5785198083013071
洗濯だけする方法を教えて？,おすすめの洗剤・柔軟剤はありますか？,0.5785084159387922
予約機能の使い方をおしえて？,洗濯時間は何分ですか？,0.5783601415701437
異音がします。どうしたらよいですか？,洗剤の種類によって設定は変わりますか？,0.5779386848606934
洗剤を手動で投入できますか？,ふんわりキープとは何ですか？,0.5776755329219809
羽毛布団は洗えますか？,本体がぐらつきます。どうしたら良いですか？,0.5775062584648348
運転終了時にアラームを鳴らさないようにできますか？,お急ぎコースはありますか？,0.5774794508355484
深夜に運転しても大丈夫？,最大容量は？,0.5772947160956232
スチーム機能の使い方を教えて？,ドアが開かないのですが,0.5768468730570671
自動投入機能の使い方を教えて？,本体がぐらつきます。どうしたら良いですか？,0.5766770683558013
2度洗いは出来ますか？,靴は洗えますか？,0.5766287044653384
運転終了時にアラームを鳴らさないようにできますか？,予約機能の使い方をおしえて？,0.5760916893700588
すすぎの設定を変更することは可能ですか？,洗濯時間は何分ですか？,0.5758718654518997
スチーム機能の使い方を教えて？,コースが表示されないのですが,0.5757545556902844
外出先から洗濯を開始できますか？,洗濯時間は何分ですか？,0.5751734651242357
コースが表示されないのですが,最大容量は？,0.5751705065630544
本体がぐらつきます。どうしたら良いですか？,最大容量は？,0.5749417521258509
自動投入機能の使い方を教えて？,水漏れしています。どうしたらよいですか？,0.5744864777503823
洗濯物が絡まります。どうしたらよいですか？,コースが表示されないのですが,0.5743680206534606
ジェット乾燥とは何ですか？,靴は洗えますか？,0.5742142428159549
洗濯だけする方法を教えて？,水漏れしています。どうしたらよいですか？,0.5740657218917077
洗濯をスタートする方法を教えて？,毛布は洗えますか？,0.5739585938374338
一時停止中にドアは開きますか？,コースが表示されないのですが,0.5739325740337383
毛布は洗えますか？,最大容量は？,0.5738466328351371
おすすめのコースを教えて？,羽毛布団は洗えますか？,0.5738162725668776
ナノイーXとは何ですか？,洗濯時間は何分ですか？,0.5736641380670137
運転終了時にアラームを鳴らさないようにできますか？,ドアが開かないのですが,0.5736550004187393
手動で個別に設定する事は可能ですか？,洗濯だけする方法を教えて？,0.5734225753920783
洗濯だけする方法を教えて？,一時停止中にドアは開きますか？,0.5731046171396881
自動投入機能の使い方を教えて？,すすぎの設定を変更することは可能ですか？,0.5728444789304649
おすすめのコースを教えて？,スチーム機能の使い方を教えて？,0.5726735507204936
ジェット乾燥とは何ですか？,すすぎの設定を変更することは可能ですか？,0.5724337452730673
ナノイーXとは何ですか？,本体がぐらつきます。どうしたら良いですか？,0.5720380185079089
洗剤を手動で投入できますか？,靴は洗えますか？,0.5718240180009618
ナノイーXとは何ですか？,羽毛布団は洗えますか？,0.5717335679614634
ジェット乾燥とは何ですか？,本体が熱くなります,0.5715118537986694
洗濯物に白い粉が残っています。　どうしたらよいですか？,最大容量は？,0.5709653593777732
すすぎの設定を変更することは可能ですか？,靴は洗えますか？,0.5708362232832358
ジェット乾燥とは何ですか？,異音がします。どうしたらよいですか？,0.5705043254090612
手動で個別に設定する事は可能ですか？,羽毛布団は洗えますか？,0.5703094615961464
2度洗いは出来ますか？,予約機能の使い方をおしえて？,0.5699334877752711
洗剤の種類によって設定は変わりますか？,洗濯時間は何分ですか？,0.569896772473351
2度洗いは出来ますか？,「水が出ない」エラーが出ます,0.5698656926068979
「水が出ない」エラーが出ます,コースが表示されないのですが,0.5698090834114126
すすぎの設定を変更することは可能ですか？,おしゃれ着コースはありますか？,0.5697091093842235
自動投入機能の使い方を教えて？,深夜に運転しても大丈夫？,0.5696137424084851
自動投入機能の使い方を教えて？,最大容量は？,0.5692211773177911
おすすめのコースを教えて？,お急ぎコースはありますか？,0.5691303426519209
2度洗いは出来ますか？,深夜に運転しても大丈夫？,0.5691225314226258
チャイルドロックの設定をしたい,ジェット乾燥とは何ですか？,0.5689795550846549
羽毛布団は洗えますか？,洗濯時間は何分ですか？,0.5687692337378453
運転終了時にアラームを鳴らさないようにできますか？,ドアが完全に閉まりません,0.5684612677656429
洗剤の種類によって設定は変わりますか？,ドラムが動きません,0.5676524085073448
「排水できない」エラーが出ます,コースが表示されないのですが,0.5676233905861057
洗濯だけする方法を教えて？,本体がぐらつきます。どうしたら良いですか？,0.5674254225350843
深夜に運転しても大丈夫？,おしゃれ着コースはありますか？,0.5668342944105911
水漏れしています。どうしたらよいですか？,おすすめの洗剤・柔軟剤はありますか？,0.5663362899506836
毛布は洗えますか？,お急ぎコースはありますか？,0.566241351680084
乾燥だけで使用出来ますか？,運転終了時にアラームを鳴らさないようにできますか？,0.5661414594361838
お急ぎコースはありますか？,おすすめの洗剤・柔軟剤はありますか？,0.5661081770607341
運転終了時にアラームを鳴らさないようにできますか？,おしゃれ着コースはありますか？,0.566070819278204
洗濯物に白い粉が残っています。　どうしたらよいですか？,予約機能の使い方をおしえて？,0.5660112208863515
乾燥だけで使用出来ますか？,「排水できない」エラーが出ます,0.5658453292963055
自動投入機能の使い方を教えて？,異音がします。どうしたらよいですか？,0.5657352935221658
深夜に運転しても大丈夫？,設定の初期化はできますか？,0.5657183803264001
2度洗いは出来ますか？,一時停止中にドアは開きますか？,0.5649899580422157
おすすめのコースを教えて？,「水が出ない」エラーが出ます,0.5647903087009629
2度洗いは出来ますか？,ナノイーXとは何ですか？,0.5647656674040459
2度洗いは出来ますか？,すすぎの設定を変更することは可能ですか？,0.5647226700827233
ジェット乾燥とは何ですか？,おすすめの洗剤・柔軟剤はありますか？,0.564478416421641
最大容量は？,ドラムが動きません,0.5643721898242968
毛布は洗えますか？,洗濯物が絡まります。どうしたらよいですか？,0.5642516484245705
洗濯時間は何分ですか？,おすすめの洗剤・柔軟剤はありますか？,0.564218814849375
手動で個別に設定する事は可能ですか？,ナノイーXとは何ですか？,0.5641824034898252
ジェット乾燥とは何ですか？,最大容量は？,0.5632776091652163
靴は洗えますか？,おすすめの洗剤・柔軟剤はありますか？,0.5631423020809334
ドアが開かないのですが,洗濯物に白い粉が残っています。　どうしたらよいですか？,0.5630259563233225
手動で個別に設定する事は可能ですか？,予約機能の使い方をおしえて？,0.5628827069405544
洗剤を手動で投入できますか？,予約機能の使い方をおしえて？,0.5625411625628496
おしゃれ着コースはありますか？,「排水できない」エラーが出ます,0.5624865203993363
ナノイーXとは何ですか？,洗濯ネットは必要ですか？,0.562375111787519
洗濯の途中で一時停止できますか？,お急ぎコースはありますか？,0.5620633202655247
ドアが完全に閉まりません,予約機能の使い方をおしえて？,0.5620018727096896
洗濯ネットは必要ですか？,毛布は洗えますか？,0.5619597301419501
おしゃれ着コースはありますか？,洗濯物に白い粉が残っています。　どうしたらよいですか？,0.5617338111893443
おすすめのコースを教えて？,コースが表示されないのですが,0.5616180824599637
外出先から洗濯を開始できますか？,「水が出ない」エラーが出ます,0.561614815933376
深夜に運転しても大丈夫？,靴は洗えますか？,0.5616119563850903
チャイルドロックの設定をしたい,深夜に運転しても大丈夫？,0.5616111924122427
洗濯をスタートする方法を教えて？,一時停止中にドアは開きますか？,0.5614747330753347
洗剤の種類によって設定は変わりますか？,最大容量は？,0.5608141505193189
運転終了時にアラームを鳴らさないようにできますか？,洗剤の種類によって設定は変わりますか？,0.5607634146140248
予約機能の使い方をおしえて？,設定の初期化はできますか？,0.5607512136847536
ドアが完全に閉まりません,水漏れしています。どうしたらよいですか？,0.5605291348078889
乾燥だけで使用出来ますか？,設定の初期化はできますか？,0.5603211826287988
洗濯物が絡まります。どうしたらよいですか？,最大容量は？,0.5602772754514675
本体がぐらつきます。どうしたら良いですか？,洗濯時間は何分ですか？,0.5602772282134914
「洗い」だけ行いたいのですが,毛布は洗えますか？,0.5601044797637855
洗濯ネットは必要ですか？,お急ぎコースはありますか？,0.5598590142005757
本体がぐらつきます。どうしたら良いですか？,ドラムが動きません,0.5598567337793147
手動で個別に設定する事は可能ですか？,チャイルドロックの設定をしたい,0.5598109576046748
手動で個別に設定する事は可能ですか？,一時停止中にドアは開きますか？,0.559773639346287
予約機能の使い方をおしえて？,水漏れしています。どうしたらよいですか？,0.5595645763253642
ジェット乾燥とは何ですか？,本体がぐらつきます。どうしたら良いですか？,0.5593544752164016
チャイルドロックの設定をしたい,おしゃれ着コースはありますか？,0.5592658015109648
洗濯ネットは必要ですか？,異音がします。どうしたらよいですか？,0.5590749899624033
外出先から洗濯を開始できますか？,設定の初期化はできますか？,0.5589349489431972
2度洗いは出来ますか？,ふんわりキープとは何ですか？,0.5588540980388523
手動で個別に設定する事は可能ですか？,ジェット乾燥とは何ですか？,0.5587474565028058
おすすめのコースを教えて？,自動投入機能の使い方を教えて？,0.5585755214694916
脱水時間の変更は可能ですか？,ドアが開かないのですが,0.5584436574070207
ジェット乾燥とは何ですか？,洗濯時間は何分ですか？,0.558296426489131
2度洗いは出来ますか？,おしゃれ着コースはありますか？,0.5579730648010814
洗剤を手動で投入できますか？,コースが表示されないのですが,0.5578317221947976
最大容量は？,水漏れしています。どうしたらよいですか？,0.5575051110131648
洗濯物に白い粉が残っています。　どうしたらよいですか？,ドラムが動きません,0.5573724582413339
洗濯をスタートする方法を教えて？,2度洗いは出来ますか？,0.5567082897236746
洗剤を手動で投入できますか？,羽毛布団は洗えますか？,0.5566530632743812
洗濯物に白い粉が残っています。　どうしたらよいですか？,洗濯時間は何分ですか？,0.556597978257064
チャイルドロックの設定をしたい,外出先から洗濯を開始できますか？,0.5565837705920595
一時停止中にドアは開きますか？,予約機能の使い方をおしえて？,0.5565249060360731
脱水時間の変更は可能ですか？,予約機能の使い方をおしえて？,0.5564366203733695
外出先から洗濯を開始できますか？,「わが家流」設定とは何ですか？,0.5563781224089582
ジェット乾燥とは何ですか？,洗濯物に白い粉が残っています。　どうしたらよいですか？,0.5562765169563213
自動投入機能の使い方を教えて？,「洗い」だけ行いたいのですが,0.555525964237164
運転終了時にアラームを鳴らさないようにできますか？,「排水できない」エラーが出ます,0.5552781391128587
毛布は洗えますか？,おすすめの洗剤・柔軟剤はありますか？,0.5550180604412869
洗濯ネットは必要ですか？,羽毛布団は洗えますか？,0.5543920741475596
洗濯ネットは必要ですか？,本体がぐらつきます。どうしたら良いですか？,0.5540744731115056
手動で個別に設定する事は可能ですか？,異音がします。どうしたらよいですか？,0.5538435386334042
洗剤の種類によって設定は変わりますか？,設定の初期化はできますか？,0.5536639564368719
ふんわりキープとは何ですか？,水漏れしています。どうしたらよいですか？,0.553657258374083
お急ぎコースはありますか？,「排水できない」エラーが出ます,0.553564463622316
洗剤を手動で投入できますか？,ナノイーXとは何ですか？,0.553522899275031
本体がぐらつきます。どうしたら良いですか？,予約機能の使い方をおしえて？,0.553496636765124
洗濯をスタートする方法を教えて？,ドラムが動きません,0.5534098403976508
洗濯だけする方法を教えて？,洗剤を手動で投入できますか？,0.5531580796623514
運転終了時にアラームを鳴らさないようにできますか？,深夜に運転しても大丈夫？,0.5530497199334818
手動で個別に設定する事は可能ですか？,コースが表示されないのですが,0.5526928528796605
チャイルドロックの設定をしたい,すすぎの設定を変更することは可能ですか？,0.5525700499711867
すすぎの設定を変更することは可能ですか？,洗濯物に白い粉が残っています。　どうしたらよいですか？,0.5525248775766922
すすぎの設定を変更することは可能ですか？,一時停止中にドアは開きますか？,0.5522113614006814
ふんわりキープとは何ですか？,「排水できない」エラーが出ます,0.5519692016359198
おしゃれ着コースはありますか？,設定の初期化はできますか？,0.5517180493414924
ナノイーXとは何ですか？,「排水できない」エラーが出ます,0.551470509482376
洗濯だけする方法を教えて？,洗濯物が絡まります。どうしたらよいですか？,0.5513823545891736
おすすめのコースを教えて？,洗剤の種類によって設定は変わりますか？,0.5513331815509908
省エネモードはありますか？,洗濯物に白い粉が残っています。　どうしたらよいですか？,0.5507467196643056
洗濯ネットは必要ですか？,おすすめの洗剤・柔軟剤はありますか？,0.5502276463651317
スチーム機能の使い方を教えて？,洗濯ネットは必要ですか？,0.5501645094557298
すすぎの設定を変更することは可能ですか？,異音がします。どうしたらよいですか？,0.5501587546362005
自動投入機能の使い方を教えて？,お急ぎコースはありますか？,0.5501451676670399
羽毛布団は洗えますか？,お急ぎコースはありますか？,0.5501243107775384
靴は洗えますか？,「排水できない」エラーが出ます,0.5500402129468672
羽毛布団は洗えますか？,「水が出ない」エラーが出ます,0.5499403329196452
洗濯の途中で一時停止できますか？,羽毛布団は洗えますか？,0.5497896725686416
羽毛布団は洗えますか？,最大容量は？,0.5497666380641859
ドアが開かないのですが,設定の初期化はできますか？,0.5497425517879593
外出先から洗濯を開始できますか？,深夜に運転しても大丈夫？,0.5497218397068097
お急ぎコースはありますか？,本体がぐらつきます。どうしたら良いですか？,0.549670913506383
ジェット乾燥とは何ですか？,「わが家流」設定とは何ですか？,0.5496274886243367
毛布は洗えますか？,洗濯時間は何分ですか？,0.5493263983244095
毛布は洗えますか？,本体がぐらつきます。どうしたら良いですか？,0.549299348053623
異音がします。どうしたらよいですか？,ドラムが動きません,0.5491056948690778
洗濯ネットは必要ですか？,深夜に運転しても大丈夫？,0.5488422011965266
「洗い」だけ行いたいのですが,靴は洗えますか？,0.5487129519450065
洗濯をスタートする方法を教えて？,ナノイーXとは何ですか？,0.5484808910619028
ふんわりキープとは何ですか？,脱水時間の変更は可能ですか？,0.5483793713879221
洗濯物が絡まります。どうしたらよいですか？,予約機能の使い方をおしえて？,0.5479788551418457
外出先から洗濯を開始できますか？,異音がします。どうしたらよいですか？,0.547543022664158
2度洗いは出来ますか？,コースが表示されないのですが,0.547535020138938
洗濯をスタートする方法を教えて？,水漏れしています。どうしたらよいですか？,0.5474827821179062
スチーム機能の使い方を教えて？,ナノイーXとは何ですか？,0.5472290696278279
おすすめのコースを教えて？,省エネモードはありますか？,0.5471176132627424
洗濯だけする方法を教えて？,ドアが完全に閉まりません,0.5470444812793758
洗濯をスタートする方法を教えて？,ドアが開かないのですが,0.5465119079408115
ジェット乾燥とは何ですか？,設定の初期化はできますか？,0.5460547008533896
脱水時間の変更は可能ですか？,羽毛布団は洗えますか？,0.546050195004324
羽毛布団は洗えますか？,深夜に運転しても大丈夫？,0.5454938912912688
運転終了時にアラームを鳴らさないようにできますか？,羽毛布団は洗えますか？,0.5452045132647272
すすぎの設定を変更することは可能ですか？,お急ぎコースはありますか？,0.5450892822787068
異音がします。どうしたらよいですか？,ドアが完全に閉まりません,0.5447342960395098
ジェット乾燥とは何ですか？,「排水できない」エラーが出ます,0.5443398216146862
おしゃれ着コースはありますか？,本体が熱くなります,0.5443104636662345
洗濯ネットは必要ですか？,靴は洗えますか？,0.5438308052303823
チャイルドロックの設定をしたい,ドアが開かないのですが,0.5435389579971368
省エネモードはありますか？,「わが家流」設定とは何ですか？,0.5434593110058835
自動投入機能の使い方を教えて？,洗濯物に白い粉が残っています。　どうしたらよいですか？,0.5433155114515674
「わが家流」設定とは何ですか？,「排水できない」エラーが出ます,0.5427681390255927
最大容量は？,おすすめの洗剤・柔軟剤はありますか？,0.5426790632531375
外出先から洗濯を開始できますか？,洗濯の途中で一時停止できますか？,0.542642910594662
スチーム機能の使い方を教えて？,深夜に運転しても大丈夫？,0.542531750674927
洗濯ネットは必要ですか？,洗濯物に白い粉が残っています。　どうしたらよいですか？,0.5423933732691724
手動で個別に設定する事は可能ですか？,「わが家流」設定とは何ですか？,0.5421749598428717
おすすめのコースを教えて？,おすすめの洗剤・柔軟剤はありますか？,0.5420451564928701
スチーム機能の使い方を教えて？,すすぎの設定を変更することは可能ですか？,0.5416773614970719
毛布は洗えますか？,ドアが完全に閉まりません,0.5413229327898008
おすすめのコースを教えて？,乾燥だけで使用出来ますか？,0.5412443685123767
ジェット乾燥とは何ですか？,水漏れしています。どうしたらよいですか？,0.5409073063639962
すすぎの設定を変更することは可能ですか？,設定の初期化はできますか？,0.5404058182237992
手動で個別に設定する事は可能ですか？,自動投入機能の使い方を教えて？,0.5399285619070193
洗濯をスタートする方法を教えて？,「排水できない」エラーが出ます,0.5398927217415463
一時停止中にドアは開きますか？,毛布は洗えますか？,0.5395003596795294
洗濯だけする方法を教えて？,脱水時間の変更は可能ですか？,0.5394544964463825
異音がします。どうしたらよいですか？,おすすめの洗剤・柔軟剤はありますか？,0.539391589858238
一時停止中にドアは開きますか？,おすすめの洗剤・柔軟剤はありますか？,0.5392567324324138
チャイルドロックの設定をしたい,洗剤を手動で投入できますか？,0.5390110657495205
乾燥だけで使用出来ますか？,洗剤を手動で投入できますか？,0.5387804673919322
運転終了時にアラームを鳴らさないようにできますか？,おすすめの洗剤・柔軟剤はありますか？,0.5387136355635658
ジェット乾燥とは何ですか？,ドアが完全に閉まりません,0.5386384689989447
ドアが完全に閉まりません,洗濯時間は何分ですか？,0.5383751907956176
靴は洗えますか？,本体が熱くなります,0.5379590525133666
チャイルドロックの設定をしたい,ふんわりキープとは何ですか？,0.5379355644165067
洗濯をスタートする方法を教えて？,本体がぐらつきます。どうしたら良いですか？,0.5378367324997062
手動で個別に設定する事は可能ですか？,靴は洗えますか？,0.537656209211608
洗剤を手動で投入できますか？,洗剤の種類によって設定は変わりますか？,0.5376206792003317
毛布は洗えますか？,設定の初期化はできますか？,0.5375008643628547
ドアが完全に閉まりません,最大容量は？,0.5372036137210163
洗濯物が絡まります。どうしたらよいですか？,本体が熱くなります,0.5369627641638863
外出先から洗濯を開始できますか？,水漏れしています。どうしたらよいですか？,0.5367989431767454
洗濯物に白い粉が残っています。　どうしたらよいですか？,ドアが完全に閉まりません,0.5367922627691246
手動で個別に設定する事は可能ですか？,運転終了時にアラームを鳴らさないようにできますか？,0.5357748135435164
一時停止中にドアは開きますか？,洗濯物が絡まります。どうしたらよいですか？,0.5355597853139742
チャイルドロックの設定をしたい,おすすめの洗剤・柔軟剤はありますか？,0.5355306600958631
ナノイーXとは何ですか？,洗濯物が絡まります。どうしたらよいですか？,0.5353648918889352
脱水時間の変更は可能ですか？,「わが家流」設定とは何ですか？,0.5352133976583306
おしゃれ着コースはありますか？,ドアが完全に閉まりません,0.5345615941592033
脱水時間の変更は可能ですか？,靴は洗えますか？,0.534133281047843
羽毛布団は洗えますか？,「排水できない」エラーが出ます,0.5340560708809476
手動で個別に設定する事は可能ですか？,外出先から洗濯を開始できますか？,0.5337539890416264
自動投入機能の使い方を教えて？,ナノイーXとは何ですか？,0.5337274878793425
お急ぎコースはありますか？,水漏れしています。どうしたらよいですか？,0.5336885362867634
おすすめのコースを教えて？,洗濯時間は何分ですか？,0.5334004959939417
洗剤を手動で投入できますか？,お急ぎコースはありますか？,0.53312121943794
洗濯時間は何分ですか？,ドラムが動きません,0.5330104925303513
「洗い」だけ行いたいのですが,羽毛布団は洗えますか？,0.53283145395326
ドアが開かないのですが,「排水できない」エラーが出ます,0.5326809022750347
洗剤を手動で投入できますか？,すすぎの設定を変更することは可能ですか？,0.5325197483273043
洗濯ネットは必要ですか？,洗濯時間は何分ですか？,0.5325033874365241
手動で個別に設定する事は可能ですか？,おすすめの洗剤・柔軟剤はありますか？,0.5323223339465707
チャイルドロックの設定をしたい,運転終了時にアラームを鳴らさないようにできますか？,0.5320230898940294
自動投入機能の使い方を教えて？,脱水時間の変更は可能ですか？,0.5316298653964535
2度洗いは出来ますか？,お急ぎコースはありますか？,0.5312615237776626
ドアが開かないのですが,深夜に運転しても大丈夫？,0.5312356995264078
靴は洗えますか？,「水が出ない」エラーが出ます,0.5310617584564657
「洗い」だけ行いたいのですが,おすすめの洗剤・柔軟剤はありますか？,0.5308673012167078
おすすめのコースを教えて？,ナノイーXとは何ですか？,0.5306718688730143
手動で個別に設定する事は可能ですか？,毛布は洗えますか？,0.5304313729842296
羽毛布団は洗えますか？,省エネモードはありますか？,0.5304200715236684
2度洗いは出来ますか？,本体がぐらつきます。どうしたら良いですか？,0.5301260956507761
手動で個別に設定する事は可能ですか？,2度洗いは出来ますか？,0.5297713569653673
ナノイーXとは何ですか？,ドアが開かないのですが,0.5297447989105843
ドアが完全に閉まりません,「排水できない」エラーが出ます,0.529599140240819
手動で個別に設定する事は可能ですか？,最大容量は？,0.529476096013388
手動で個別に設定する事は可能ですか？,「水が出ない」エラーが出ます,0.5292675713701236
2度洗いは出来ますか？,「排水できない」エラーが出ます,0.5290882530633385
「洗い」だけ行いたいのですが,「排水できない」エラーが出ます,0.528808202315955
「水が出ない」エラーが出ます,ドラムが動きません,0.5286878154530222
2度洗いは出来ますか？,ドアが開かないのですが,0.5281978458895118
洗剤を手動で投入できますか？,ドラムが動きません,0.5278396652750197
ジェット乾燥とは何ですか？,脱水時間の変更は可能ですか？,0.5277152641886937
すすぎの設定を変更することは可能ですか？,洗濯物が絡まります。どうしたらよいですか？,0.5275661356703101
洗濯をスタートする方法を教えて？,洗剤の種類によって設定は変わりますか？,0.5274121412373037
ナノイーXとは何ですか？,水漏れしています。どうしたらよいですか？,0.5272233302460805
洗濯の途中で一時停止できますか？,「排水できない」エラーが出ます,0.5266007204641857
チャイルドロックの設定をしたい,ドラムが動きません,0.5263946639022126
洗濯をスタートする方法を教えて？,運転終了時にアラームを鳴らさないようにできますか？,0.526336781285342
深夜に運転しても大丈夫？,洗濯物に白い粉が残っています。　どうしたらよいですか？,0.526180609369386
毛布は洗えますか？,「排水できない」エラーが出ます,0.5260880307686603
外出先から洗濯を開始できますか？,最大容量は？,0.5257042346230165
ふんわりキープとは何ですか？,設定の初期化はできますか？,0.525488290426366
洗剤の種類によって設定は変わりますか？,お急ぎコースはありますか？,0.5253452115413617
脱水時間の変更は可能ですか？,省エネモードはありますか？,0.5252023060646458
2度洗いは出来ますか？,洗濯ネットは必要ですか？,0.5250331580222048
洗濯をスタートする方法を教えて？,洗濯時間は何分ですか？,0.5249653889171794
洗濯だけする方法を教えて？,「排水できない」エラーが出ます,0.5246370347853244
2度洗いは出来ますか？,洗濯時間は何分ですか？,0.5244839543251663
スチーム機能の使い方を教えて？,「排水できない」エラーが出ます,0.5242192081541475
洗濯物が絡まります。どうしたらよいですか？,洗剤の種類によって設定は変わりますか？,0.5241962701631382
ナノイーXとは何ですか？,すすぎの設定を変更することは可能ですか？,0.52401181992473
ナノイーXとは何ですか？,運転終了時にアラームを鳴らさないようにできますか？,0.5237643878188113
ドアが開かないのですが,「水が出ない」エラーが出ます,0.5235309904834742
ナノイーXとは何ですか？,省エネモードはありますか？,0.5229484358085452
洗濯ネットは必要ですか？,最大容量は？,0.5227976196847689
「排水できない」エラーが出ます,予約機能の使い方をおしえて？,0.5225891997527549
「洗い」だけ行いたいのですが,本体がぐらつきます。どうしたら良いですか？,0.5225304610119614
一時停止中にドアは開きますか？,深夜に運転しても大丈夫？,0.5224446816157086
おすすめのコースを教えて？,最大容量は？,0.5224082520317495
コースが表示されないのですが,本体が熱くなります,0.5221929105707053
「洗い」だけ行いたいのですが,コースが表示されないのですが,0.5218303285824022
すすぎの設定を変更することは可能ですか？,最大容量は？,0.5217066408158277
「わが家流」設定とは何ですか？,水漏れしています。どうしたらよいですか？,0.5216534252674812
洗濯だけする方法を教えて？,省エネモードはありますか？,0.5216491232257376
ナノイーXとは何ですか？,ドアが完全に閉まりません,0.5214963274567658
外出先から洗濯を開始できますか？,ドアが完全に閉まりません,0.5211601874116574
スチーム機能の使い方を教えて？,洗濯の途中で一時停止できますか？,0.5209219087905139
チャイルドロックの設定をしたい,靴は洗えますか？,0.520239942625152
すすぎの設定を変更することは可能ですか？,「わが家流」設定とは何ですか？,0.5199735535171189
すすぎの設定を変更することは可能ですか？,洗濯ネットは必要ですか？,0.5196239394414701
「洗い」だけ行いたいのですが,おしゃれ着コースはありますか？,0.5195288090802105
省エネモードはありますか？,「水が出ない」エラーが出ます,0.5193882911251207
すすぎの設定を変更することは可能ですか？,深夜に運転しても大丈夫？,0.5193831052765281
チャイルドロックの設定をしたい,羽毛布団は洗えますか？,0.5193623201026158
